0.810067;0.806961;0.793962;0.789982;0.784111;0.780330;0.772068;0.771488;0.771208;0.762313;0.761576;0.755188;0.752025;0.746789;0.747806;0.742150;0.740130;0.739225;0.736029;0.733767;0.728986;0.728752;0.728403;0.728038;0.723668;0.724872;0.720485;0.721003;0.720405;0.719168;0.719624;0.720624;0.714311;0.716435;0.715506;0.714692;0.712744;0.715552;0.716323;0.713557;0.714447;0.716749;0.715967;0.715436;0.712831;0.714152;0.712740;0.715779;0.715183;0.714929;0.716281;0.720318;0.720752;0.726691;0.724772;0.727755;0.730504;0.732613;0.731630;0.734117;0.738681;0.745818;0.748468;0.755142;
0.810601;0.799923;0.792956;0.783831;0.783970;0.775545;0.772651;0.765297;0.761962;0.758317;0.754393;0.748401;0.748705;0.745892;0.743378;0.739091;0.737093;0.736463;0.732221;0.729292;0.728593;0.730275;0.727746;0.724774;0.723900;0.722772;0.720347;0.719474;0.718578;0.716240;0.716264;0.717437;0.717149;0.717227;0.716655;0.717431;0.713406;0.713485;0.711764;0.711742;0.714690;0.711238;0.714407;0.715779;0.712823;0.713632;0.713807;0.713186;0.714309;0.716818;0.715137;0.715735;0.719995;0.719443;0.724915;0.726131;0.726099;0.731236;0.735170;0.736648;0.737098;0.744386;0.743168;0.751926;
0.805487;0.798844;0.791814;0.779582;0.779011;0.772682;0.768768;0.763946;0.758091;0.754421;0.754096;0.748519;0.746150;0.741768;0.741498;0.736000;0.738825;0.733494;0.733011;0.729771;0.724801;0.726691;0.724611;0.722359;0.723252;0.721742;0.717284;0.717367;0.716186;0.715390;0.716755;0.714124;0.712522;0.711799;0.710996;0.712968;0.709791;0.710086;0.709013;0.711133;0.709318;0.712304;0.708970;0.710866;0.710326;0.712274;0.712013;0.712643;0.709319;0.712115;0.711044;0.715968;0.713574;0.719938;0.717864;0.724592;0.724338;0.725268;0.730160;0.732138;0.737742;0.736551;0.738501;0.746245;
0.797368;0.790214;0.781052;0.777315;0.774287;0.768430;0.763421;0.757991;0.757308;0.749605;0.749165;0.747219;0.744085;0.741567;0.737877;0.736394;0.734630;0.730960;0.729641;0.726447;0.725156;0.722041;0.724835;0.724344;0.719757;0.716717;0.715218;0.713572;0.715291;0.712952;0.711208;0.710604;0.710073;0.708843;0.705973;0.708065;0.708729;0.710709;0.708631;0.707786;0.705865;0.706605;0.708623;0.711338;0.708463;0.712683;0.712424;0.714191;0.708666;0.712588;0.712842;0.711755;0.715430;0.714264;0.718058;0.717560;0.722679;0.726120;0.724659;0.730941;0.732177;0.740956;0.734100;0.738497;
0.790030;0.778530;0.784042;0.774524;0.771087;0.766031;0.763663;0.756220;0.755062;0.749507;0.749197;0.744811;0.741777;0.736451;0.739933;0.734765;0.732064;0.729645;0.727764;0.725857;0.721386;0.721004;0.722013;0.717498;0.718020;0.718514;0.714335;0.713161;0.712847;0.710685;0.711525;0.709512;0.708844;0.709909;0.707267;0.705934;0.705552;0.705535;0.705633;0.705317;0.703539;0.706791;0.707386;0.707136;0.706548;0.707385;0.708949;0.709028;0.711758;0.710854;0.709848;0.712985;0.711534;0.714248;0.713725;0.718398;0.717707;0.726033;0.723516;0.729161;0.730424;0.737168;0.738171;0.737706;
0.788793;0.776046;0.776629;0.773304;0.767625;0.761123;0.760488;0.752414;0.753141;0.748788;0.743296;0.738763;0.740581;0.738244;0.735025;0.731018;0.729554;0.726104;0.725712;0.722377;0.722264;0.718168;0.718012;0.717297;0.715085;0.715940;0.712281;0.712191;0.708013;0.709946;0.709675;0.710611;0.706931;0.705150;0.703944;0.705342;0.704003;0.703938;0.704544;0.704221;0.704177;0.702948;0.703834;0.703820;0.703254;0.704958;0.706318;0.709197;0.707693;0.707829;0.708538;0.711616;0.708035;0.712312;0.716313;0.716981;0.715019;0.718339;0.722344;0.725361;0.727199;0.735230;0.734473;0.739403;
0.790217;0.777694;0.778555;0.766576;0.762169;0.764027;0.755248;0.752030;0.749601;0.741162;0.740653;0.736882;0.738498;0.735625;0.731945;0.729412;0.725266;0.724184;0.724581;0.721561;0.721001;0.717410;0.714290;0.715210;0.714870;0.711574;0.709737;0.707726;0.706664;0.706611;0.705164;0.706833;0.704550;0.704954;0.702902;0.702302;0.699062;0.701533;0.701636;0.701887;0.699491;0.699738;0.702958;0.702299;0.703283;0.703080;0.704984;0.706161;0.706171;0.708514;0.706946;0.709983;0.710421;0.710723;0.711455;0.714615;0.715250;0.717188;0.716265;0.725825;0.723284;0.731292;0.732459;0.734702;
0.782130;0.778987;0.772411;0.766558;0.766852;0.758584;0.756076;0.748624;0.743880;0.744162;0.740712;0.733527;0.735328;0.731724;0.730961;0.728120;0.725221;0.723447;0.724004;0.721914;0.716362;0.715884;0.714642;0.713715;0.709680;0.709289;0.707351;0.706516;0.705837;0.703584;0.704892;0.703427;0.698793;0.700640;0.698572;0.700028;0.698989;0.699624;0.697795;0.698628;0.698437;0.700581;0.698583;0.703258;0.698727;0.702278;0.703143;0.705991;0.707200;0.705567;0.704966;0.710543;0.709467;0.708750;0.709296;0.713166;0.714601;0.716745;0.715513;0.719656;0.721220;0.727838;0.731852;0.732645;
0.777571;0.768950;0.772142;0.763645;0.761120;0.758464;0.750764;0.748194;0.745852;0.738025;0.737435;0.735057;0.733966;0.731143;0.726621;0.724849;0.725033;0.722720;0.718623;0.715422;0.716029;0.714532;0.708187;0.708638;0.708693;0.706304;0.707016;0.704957;0.704613;0.704859;0.700094;0.701139;0.701020;0.699496;0.699269;0.697417;0.696564;0.697028;0.701571;0.699149;0.695721;0.700045;0.698314;0.697790;0.699437;0.701611;0.701768;0.702465;0.704356;0.706346;0.705239;0.706393;0.706950;0.710168;0.708445;0.712604;0.711101;0.715467;0.713382;0.720530;0.718411;0.724862;0.725685;0.731965;
0.781575;0.770130;0.768642;0.761941;0.759800;0.753618;0.748121;0.745492;0.743070;0.736361;0.736715;0.733338;0.732346;0.729113;0.726085;0.724788;0.722426;0.719442;0.716711;0.715196;0.713790;0.710336;0.709360;0.706730;0.707490;0.707172;0.705771;0.703460;0.702478;0.700535;0.698789;0.698456;0.698877;0.697515;0.697572;0.696891;0.694451;0.696542;0.695630;0.695728;0.697398;0.696045;0.697866;0.700342;0.697634;0.698548;0.699983;0.700504;0.700035;0.703273;0.701943;0.705941;0.706868;0.710870;0.708491;0.709982;0.709754;0.712061;0.712884;0.717749;0.714331;0.721001;0.724024;0.725493;
