0.808856;0.801039;0.792635;0.788574;0.784633;0.779248;0.775318;0.768258;0.763809;0.758362;0.762107;0.753160;0.750335;0.744296;0.743701;0.739103;0.739588;0.736966;0.731291;0.728768;0.727382;0.728523;0.723449;0.727486;0.722248;0.722426;0.719117;0.716898;0.717964;0.716723;0.716180;0.716976;0.711735;0.713718;0.713913;0.715652;0.712640;0.713930;0.712515;0.712017;0.712883;0.712848;0.712978;0.712759;0.709831;0.712349;0.711769;0.716057;0.713675;0.715931;0.714014;0.716617;0.720543;0.719702;0.720947;0.724348;0.723936;0.731405;0.729508;0.739942;0.738312;0.743992;0.749331;0.753324;
0.804679;0.795569;0.789286;0.783382;0.782104;0.772286;0.768862;0.762323;0.759535;0.759711;0.754082;0.750767;0.745866;0.744653;0.741438;0.737526;0.735766;0.732654;0.729737;0.727618;0.729226;0.728599;0.726158;0.725240;0.720479;0.718526;0.718230;0.716721;0.717553;0.716124;0.714414;0.714312;0.714329;0.713420;0.709939;0.710715;0.711570;0.712971;0.711735;0.712035;0.712958;0.710316;0.710343;0.712020;0.712335;0.712235;0.714550;0.714620;0.711662;0.712510;0.714556;0.714785;0.713097;0.720487;0.722882;0.723819;0.722598;0.726439;0.734020;0.733659;0.738989;0.737328;0.735048;0.747487;
0.796650;0.793664;0.786758;0.779920;0.778263;0.767499;0.766450;0.762032;0.762942;0.753088;0.750951;0.745175;0.741374;0.737966;0.737374;0.731702;0.735031;0.730631;0.730455;0.729229;0.725407;0.723516;0.720054;0.717750;0.720662;0.716788;0.715818;0.714919;0.715626;0.712120;0.713385;0.713611;0.712403;0.710202;0.710031;0.710983;0.709098;0.709532;0.707763;0.707521;0.708853;0.711146;0.709956;0.709877;0.706267;0.710418;0.710608;0.713950;0.709618;0.710300;0.710602;0.715637;0.712523;0.716087;0.717060;0.722781;0.720628;0.726989;0.727132;0.730798;0.733372;0.737252;0.732206;0.737972;
0.796529;0.789627;0.785544;0.775774;0.772568;0.766697;0.761486;0.760018;0.754977;0.748212;0.747345;0.743944;0.740709;0.737133;0.734934;0.731440;0.732065;0.728338;0.726230;0.724395;0.720457;0.720716;0.719823;0.721806;0.717315;0.714548;0.714541;0.714352;0.713343;0.708667;0.709797;0.709237;0.709554;0.710600;0.708511;0.712436;0.705054;0.706613;0.705023;0.707134;0.705446;0.705807;0.705071;0.708950;0.707824;0.710043;0.709020;0.712022;0.710246;0.712088;0.710373;0.713106;0.715875;0.714828;0.716713;0.714395;0.718356;0.724267;0.721450;0.728037;0.730877;0.735601;0.733605;0.734884;
0.792194;0.784352;0.781459;0.773337;0.771092;0.763774;0.759402;0.756732;0.752963;0.749661;0.744994;0.741903;0.737527;0.732619;0.733909;0.730751;0.730138;0.726265;0.721767;0.723449;0.720525;0.719418;0.718482;0.717962;0.714564;0.712102;0.710867;0.710216;0.708596;0.708477;0.708323;0.704003;0.702586;0.703986;0.705445;0.705831;0.705122;0.705150;0.704463;0.703291;0.703632;0.705722;0.705779;0.706576;0.705227;0.703192;0.706047;0.708513;0.708921;0.708704;0.710872;0.710569;0.710128;0.714693;0.714177;0.716016;0.713721;0.719881;0.720847;0.729980;0.726559;0.732882;0.733148;0.738100;
0.784755;0.774796;0.775673;0.773350;0.767689;0.756899;0.759494;0.751888;0.750934;0.745122;0.742745;0.737433;0.736085;0.733348;0.730474;0.730162;0.729066;0.725834;0.724231;0.719366;0.721640;0.716018;0.714901;0.716834;0.712103;0.710791;0.708342;0.710050;0.706354;0.707459;0.705988;0.706569;0.704259;0.705073;0.703450;0.703959;0.703299;0.703474;0.702471;0.702841;0.703608;0.702927;0.703336;0.701423;0.703933;0.703189;0.705152;0.707798;0.707371;0.708214;0.708271;0.710306;0.709731;0.710574;0.714024;0.716536;0.714249;0.715272;0.718014;0.724531;0.727834;0.729423;0.729693;0.734158;
0.781316;0.777094;0.773898;0.769073;0.764463;0.760386;0.755487;0.749329;0.747389;0.743317;0.739320;0.731858;0.736919;0.731532;0.731477;0.729271;0.725691;0.725280;0.719628;0.719997;0.717989;0.715743;0.713917;0.711243;0.710082;0.710223;0.709878;0.705520;0.705403;0.706316;0.702927;0.700309;0.699058;0.698587;0.700824;0.702119;0.698552;0.699083;0.699263;0.700570;0.700069;0.702376;0.702194;0.701939;0.700524;0.702706;0.701100;0.704263;0.703886;0.706827;0.704776;0.710871;0.708628;0.711912;0.707730;0.714013;0.715383;0.716077;0.716813;0.720305;0.721573;0.728590;0.731214;0.728489;
0.782120;0.775049;0.773120;0.762499;0.763509;0.758316;0.753029;0.746312;0.744806;0.738893;0.735986;0.732444;0.735642;0.731294;0.728161;0.728396;0.726679;0.719857;0.721333;0.716852;0.717378;0.714637;0.710520;0.708880;0.707588;0.706710;0.705294;0.705656;0.706412;0.702304;0.703317;0.701487;0.700954;0.699534;0.697288;0.698745;0.698062;0.696334;0.697213;0.699109;0.698409;0.700337;0.700036;0.701763;0.699055;0.697893;0.702973;0.703587;0.705129;0.703902;0.705843;0.708066;0.708299;0.706123;0.709980;0.711609;0.712616;0.715498;0.713112;0.720452;0.720739;0.724779;0.727811;0.734010;
0.782530;0.770010;0.771145;0.760670;0.760235;0.755548;0.746474;0.745836;0.741184;0.737623;0.738650;0.735756;0.733797;0.727662;0.726336;0.725088;0.721560;0.719159;0.717162;0.717118;0.713847;0.713112;0.709092;0.709421;0.707425;0.705908;0.706055;0.702886;0.699562;0.700096;0.700549;0.699216;0.699364;0.698335;0.695700;0.696321;0.694974;0.696289;0.697224;0.696536;0.694179;0.697783;0.696814;0.696502;0.698396;0.699633;0.697287;0.701594;0.701420;0.702659;0.703739;0.703750;0.704408;0.709942;0.704997;0.710930;0.706731;0.713653;0.713189;0.718436;0.720196;0.722335;0.725641;0.729197;
0.773430;0.765638;0.764845;0.759770;0.755154;0.744974;0.744866;0.742186;0.742732;0.734305;0.735214;0.732467;0.730958;0.728552;0.725321;0.720971;0.722491;0.716910;0.715329;0.712262;0.713551;0.710374;0.709884;0.704752;0.707611;0.702379;0.703616;0.701869;0.697665;0.698541;0.696827;0.696559;0.696580;0.694944;0.696591;0.694426;0.695909;0.695455;0.695469;0.693054;0.693259;0.694133;0.695427;0.698682;0.696851;0.697746;0.698756;0.698034;0.697721;0.702104;0.702293;0.703715;0.704487;0.709400;0.706267;0.706909;0.709014;0.712071;0.710660;0.714256;0.711229;0.722023;0.720878;0.727784;
