6.732962;6.761532;6.732221;6.568798;6.582060;6.501488;6.445204;6.416096;6.328580;6.284256;6.277563;6.216505;6.192695;6.136772;6.102457;6.100976;5.958258;6.020853;6.069952;6.010639;5.969609;5.889235;5.902367;5.834807;5.851710;5.830919;5.781217;5.755679;5.758996;5.739246;5.720271;5.702139;5.700348;5.685421;5.714554;5.724045;5.702709;5.712362;5.751352;5.743812;5.750272;5.760561;5.773159;5.837949;5.787180;5.800815;7.494812;1.436928;
1.503173;1.504697;1.247714;1.249176;1.215080;1.149032;7.494812;7.494812;7.494812;7.494812;7.494812;0.699988;0.769306;0.798898;0.775368;0.807205;6.596256;6.664687;6.649242;6.549051;6.517677;6.450610;6.451792;6.357899;6.288092;6.311656;6.244853;6.235503;6.194064;6.144691;6.110226;6.056266;5.935247;5.991539;6.033625;5.982137;5.925416;5.889931;5.901010;5.846301;5.879907;5.832378;5.785361;5.758630;5.785116;5.754990;5.711024;5.697040;
5.694058;5.692708;5.713674;5.725129;5.730586;5.757146;5.781232;5.763319;5.791695;5.783871;5.804426;5.821465;5.844440;5.916924;7.494812;1.341030;1.504987;1.507339;1.343379;1.234029;1.277393;1.108476;7.494812;7.494812;7.494812;7.494812;7.494812;0.749988;0.803278;0.778487;0.806957;0.778827;6.549236;6.628945;6.646979;6.563807;6.484788;6.448308;6.422716;6.395610;6.373928;6.320276;6.245327;6.209467;6.179891;6.171176;6.118803;6.086279;
5.982203;6.037487;6.005492;5.953443;5.935386;5.926172;5.942959;5.910149;5.894633;5.848424;5.812193;5.817717;5.787181;5.778141;5.760613;5.754087;5.695999;5.699334;5.719484;5.743021;5.716864;5.765734;5.758468;5.749668;5.757751;5.753493;5.797616;5.844442;5.869489;5.948733;7.494812;1.021542;1.337263;1.425762;1.294093;1.249939;1.180209;1.104712;7.494812;7.494812;7.494812;7.494812;7.494812;0.773021;0.875351;0.835570;0.801283;0.801552;
6.434195;6.591772;6.611879;6.561805;6.496176;6.441141;6.415795;6.397551;6.353936;6.298258;6.266127;6.214964;6.198366;6.162971;6.142166;6.086445;5.972933;5.980352;6.050806;5.964345;5.940549;5.950562;5.953825;5.901003;5.864432;5.876700;5.866142;5.819926;5.797541;5.777458;5.767144;5.788510;5.696580;5.599974;5.618324;5.692048;5.653924;5.821504;5.796959;5.758801;5.764366;5.763737;5.768171;5.773013;5.839350;5.942818;6.056274;7.494812;
1.019934;1.327720;1.300413;1.225899;1.179917;1.094889;0.921183;7.494812;7.494812;7.494812;0.725035;0.901394;0.885958;0.858914;0.801408;0.828506;6.467491;6.586473;6.586084;6.546974;6.455900;6.431814;6.417996;6.391213;6.382195;6.349253;6.273095;6.219381;6.190148;6.167596;6.151336;6.111876;5.972876;6.035647;6.073809;6.008391;5.900050;5.914695;5.889181;5.888440;5.875977;5.895066;5.800776;5.846891;5.819606;5.830698;5.793603;5.747905;
5.767191;5.733873;5.640328;5.704590;5.656589;5.810822;5.747030;5.811757;5.868003;5.859950;5.816064;5.742264;5.910204;5.945495;5.968087;7.494812;7.494812;7.494812;1.137344;1.141549;1.093288;1.031281;0.976619;0.965006;0.984283;0.914408;0.855540;0.855328;0.842091;0.858304;0.824028;0.835894;6.583006;6.597186;6.604518;6.546282;6.437393;6.446283;6.424924;6.397423;6.385905;6.326560;6.288778;6.239576;6.207783;6.168879;6.155247;6.115350;
5.991112;6.090505;6.051322;6.044851;6.005621;5.945775;5.937384;5.948311;5.924832;5.925246;5.933039;5.865274;5.879298;5.853782;5.811053;5.758007;5.767899;5.730011;5.730529;5.726475;5.695050;5.798206;5.817847;5.869651;5.889019;5.895935;5.885804;5.858716;5.835293;5.938362;5.952885;6.057554;7.494812;7.494812;7.494812;7.494812;0.884053;0.956670;0.977984;0.962172;0.899800;0.947882;0.916799;0.905609;0.865211;0.849091;0.830516;0.824015;
6.532203;6.577846;6.600581;6.576946;6.504417;6.463561;6.433548;6.408685;6.387378;6.335810;6.288209;6.219264;6.182518;6.178202;6.163863;6.145629;6.049780;6.048651;6.089608;6.113351;6.087593;5.949494;5.936396;5.971921;6.000923;6.005762;5.939957;5.870975;5.869076;5.879794;5.830186;5.711791;5.787495;5.731241;5.730607;5.727189;5.695076;5.771597;5.768061;5.848667;5.877573;5.896549;5.894624;5.911783;5.834713;5.838326;5.949336;6.060408;
6.058550;6.100906;7.494812;7.494812;7.494812;0.725712;0.778533;0.888713;0.891740;0.943255;0.913781;0.905112;0.883525;0.857059;0.831555;0.803579;6.444960;6.586196;6.613775;6.577210;6.526085;6.470797;6.441787;6.417735;6.380887;6.347901;6.290399;6.235900;6.206321;6.179356;6.159139;6.157318;6.111581;6.057885;6.032290;6.000803;6.001150;5.980396;5.988523;5.940423;5.921197;5.880209;5.898905;5.920403;5.922581;5.921864;5.874722;5.806337;
5.872664;5.872160;5.820464;5.833114;5.816319;5.842493;5.832934;5.800526;5.820001;5.855283;5.851809;5.868111;5.861475;5.883286;5.866779;5.870833;5.880420;6.072209;6.021217;7.494812;7.494812;7.494812;7.494812;0.543278;0.808040;0.887882;0.923400;0.906004;0.849340;0.858123;0.845310;0.822721;6.524772;6.584073;6.587065;6.557727;6.484312;6.449978;6.428619;6.376630;6.376400;6.347263;6.321363;6.256390;6.225516;6.199903;6.177270;6.142298;
6.120688;6.095486;6.074086;6.050588;6.050356;6.015337;6.011200;6.001295;5.977837;5.926362;5.922246;5.899946;5.877328;5.885440;5.874379;5.877867;5.849006;5.839089;5.844595;5.846220;5.845164;5.859356;5.863031;5.861718;5.856611;5.858202;5.842067;5.860546;5.892451;5.899185;5.909336;5.910482;5.935587;5.880756;5.956630;6.208187;7.494812;7.494812;7.494812;7.494812;7.494812;0.612371;0.896648;0.904725;0.860366;0.857096;0.830633;0.826088;
6.399909;6.583128;6.621437;6.564459;6.481637;6.462840;6.447894;6.380348;6.381458;6.366135;6.332629;6.264909;6.236298;6.216228;6.185038;6.138062;6.129911;6.102327;6.066794;6.041827;6.031919;6.033190;6.001810;5.982719;5.966031;5.955863;5.940748;5.936699;5.903168;5.886842;5.886819;5.888968;5.879398;5.853752;5.846771;5.863213;5.850455;5.855204;5.856687;5.870036;5.868414;5.870942;5.855662;5.868620;5.895289;5.897464;5.897134;5.914425;
5.922147;5.916005;5.987257;6.266875;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;0.715779;0.866040;0.825467;0.818891;0.783497;6.505871;6.603291;6.655654;6.545380;6.458646;6.447818;6.450503;6.402161;6.386747;6.371656;6.337281;6.275918;6.245249;6.232384;6.177497;6.154033;6.126991;6.109667;6.086338;6.055631;6.048864;6.053359;6.052173;6.023402;5.990613;5.969749;5.965149;5.929983;5.914912;5.891198;5.904657;5.902580;
5.896645;5.890055;5.883297;5.877759;5.864057;5.863077;5.858511;5.879582;5.868483;5.881207;5.874183;5.900684;5.899663;5.900077;5.880444;5.903884;5.935537;5.931179;6.034204;6.356732;6.347500;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;0.829221;0.829599;0.780419;6.493381;6.607391;6.639381;6.556143;6.460576;6.467496;6.449314;6.443302;6.387519;6.377364;6.347549;6.324697;6.253283;6.254136;6.225783;6.160821;
6.157290;6.127625;6.095592;6.072685;6.070411;6.064275;6.037119;6.029998;5.989363;5.972705;5.962318;5.942108;5.927495;5.915791;5.923760;5.926605;5.902328;5.900129;5.884832;5.892454;5.894288;5.894271;5.886399;5.883190;5.870096;5.901181;5.913834;5.919675;5.917077;5.907198;5.895148;5.934945;5.953175;5.908252;6.097345;6.366381;6.410451;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;0.860606;0.805164;
6.412131;6.570484;6.626262;6.554441;6.476963;6.466748;6.457591;6.449862;6.393806;6.363975;6.347428;6.333567;6.265434;6.259412;6.232753;6.178703;6.173407;6.159944;6.120140;6.101041;6.087731;6.091676;6.069685;6.037371;6.001504;5.989338;5.978140;5.945810;5.941908;5.924824;5.950455;5.939409;5.926677;5.921554;5.910378;5.906083;5.909411;5.904338;5.899288;5.900586;5.913206;5.922869;5.934428;5.941247;5.931865;5.933747;5.921448;5.933547;
5.933872;5.950002;6.236018;6.338650;6.409570;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;1.262791;6.540280;6.546298;6.578978;6.553895;6.506007;6.483336;6.463107;6.443341;6.401937;6.383201;6.355623;6.345033;6.296124;6.266663;6.226697;6.182192;6.169504;6.169650;6.161477;6.126166;6.100395;6.090868;6.077953;6.038549;6.021093;6.001325;6.002220;5.986305;5.970944;5.956636;5.951770;5.948016;
5.935428;5.934300;5.929916;5.920585;5.921869;5.911298;5.922317;5.930486;5.944411;5.946257;5.936533;5.935239;5.938530;5.951547;5.950311;5.941027;5.929562;5.923942;6.190822;6.304879;6.264321;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;3.493124;3.326272;2.932209;2.548642;6.371023;6.514365;6.612814;6.626144;6.510551;6.502935;6.489691;6.462080;6.425164;6.397270;6.374608;6.336434;6.317957;6.288496;6.242995;6.198676;
6.184274;6.179262;6.169665;6.136022;6.095759;6.092896;6.088134;6.056347;6.037202;6.036278;6.030667;6.027176;5.987191;5.968009;5.966561;5.968418;5.969763;5.942382;5.945514;5.932923;5.948123;5.926826;5.928977;5.946132;5.962533;5.958249;5.949318;5.945022;5.950480;5.970753;5.972523;5.980143;5.955332;5.972713;6.227614;6.267802;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;3.542952;3.368481;3.071234;2.750634;
6.443091;6.499012;6.595785;6.595975;6.541332;6.534960;6.493411;6.478945;6.434844;6.410283;6.395595;6.341691;6.321242;6.304569;6.248980;6.213118;6.191384;6.204179;6.186085;6.166354;6.120984;6.117966;6.115515;6.100110;6.057775;6.038568;6.039447;6.035875;6.000138;5.979303;5.978405;5.975611;5.972361;5.972774;5.971960;5.985538;5.966798;5.970082;5.929361;5.946435;5.966832;5.968570;5.955506;5.955911;5.964550;5.984863;6.000520;5.998348;
5.964234;5.974850;6.181164;6.236149;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;7.494812;3.670995;3.341104;3.074063;2.988036;6.311894;6.515118;6.592477;6.605605;6.555059;6.534927;6.492673;6.477630;6.478301;6.417438;6.402855;6.359614;6.328515;6.308575;6.279006;6.244803;6.215222;6.213499;6.203728;6.180676;6.150486;6.150659;6.130526;6.136862;6.096194;6.068433;6.058333;6.053194;6.030707;6.011477;5.998237;6.001462;
